property_id,area_sqft,bedrooms,build_year,city,street_type,furnishing,property_type,has_pool,price,is_price_outlier,price_per_sqft,property_age,area_bucket,is_luxury
235,2779.18,6,1988,Gurugram,Residential Lane,Semi-Furnished,Independent House,No,768052.0,False,276.36,38,2500-3000,False
236,2837.89,7,2021,Noida,Gated Society,Semi-Furnished,Apartment,No,779435.0,False,274.65,5,2500-3000,False
237,1466.76,2,2005,Delhi,Gated Society,Furnished,Apartment,No,530484.0,False,361.67,21,1000-1500,False
238,1795.97,7,2017,Prayagraj,Gated Society,Unfurnished,Independent House,No,543491.0,False,302.62,9,1500-2000,False
239,2297.04,2,2018,Kanpur,Residential Lane,Semi-Furnished,Apartment,Yes,523061.0,False,227.71,8,2000-2500,False
240,1953.39,4,2023,Indore,Corner Plot,Semi-Furnished,Duplex,No,606991.0,False,310.74,3,1500-2000,False
241,2192.52,6,2004,Lucknow,Corner Plot,Semi-Furnished,Apartment,No,584486.0,False,266.58,22,2000-2500,False
242,2001.74,2,2024,Noida,Main Road,Furnished,Apartment,No,564119.0,False,281.81,2,2000-2500,False
243,2685.71,2,2019,Lucknow,Main Road,Semi-Furnished,Apartment,Yes,639627.0,False,238.16,7,2500-3000,False
244,1453.43,5,1994,Lucknow,Corner Plot,Unfurnished,Apartment,Yes,398487.0,False,274.17,32,1000-1500,False
245,2777.31,7,2024,Lucknow,Corner Plot,Semi-Furnished,Apartment,No,684666.0,False,246.52,2,2500-3000,False
246,1338.88,4,2024,Lucknow,Main Road,Furnished,Apartment,No,454958.0,False,339.8,2,1000-1500,False
247,2629.99,6,1988,Kanpur,Highway Facing,Unfurnished,Villa,No,699816.0,False,266.09,38,2500-3000,False
248,1725.94,6,2009,Lucknow,Main Road,Unfurnished,Apartment,Yes,507814.0,False,294.22,17,1500-2000,False
249,2361.37,5,2013,Kanpur,Residential Lane,Furnished,Villa,No,696897.0,False,295.12,13,2000-2500,False
250,1469.63,3,2006,Lucknow,Residential Lane,Furnished,Apartment,No,406431.0,False,276.55,20,1000-1500,False
251,2334.0,4,2018,Jaipur,Residential Lane,Semi-Furnished,Independent House,No,599056.0,False,256.66,8,2000-2500,False
252,1364.85,6,1995,Gurugram,Highway Facing,Furnished,Independent House,No,544063.0,False,398.62,31,1000-1500,False
253,2025.33,5,2023,Lucknow,Corner Plot,Unfurnished,Apartment,Yes,534602.0,False,263.96,3,2000-2500,False
254,2076.66,3,2009,Jaipur,Gated Society,Furnished,Apartment,Yes,574704.0,False,276.74,17,2000-2500,False
255,2482.65,5,2001,Gurugram,Corner Plot,Semi-Furnished,Apartment,No,646509.0,False,260.41,25,2000-2500,False
256,2349.98,4,2011,Kanpur,Corner Plot,Semi-Furnished,Apartment,No,557104.0,False,237.07,15,2000-2500,False
257,2919.17,4,2004,Indore,Residential Lane,Unfurnished,Apartment,Yes,636259.0,False,217.96,22,2500-3000,False
258,2497.48,5,2004,Kanpur,Main Road,Furnished,Villa,No,751072.0,False,300.73,22,2000-2500,False
259,2562.66,7,2022,Lucknow,Main Road,Furnished,Apartment,Yes,731122.0,False,285.3,4,2500-3000,False
260,1163.14,4,2019,Kanpur,Main Road,Furnished,Duplex,Yes,477632.0,False,410.64,7,1000-1500,False
261,2435.57,7,2006,Jaipur,Gated Society,Unfurnished,Apartment,No,648987.0,False,266.46,20,2000-2500,False
262,1305.69,7,2005,Prayagraj,Corner Plot,Furnished,Independent House,No,464099.0,False,355.44,21,1000-1500,False
263,2299.87,2,1988,Noida,Main Road,Furnished,Independent House,No,638942.0,False,277.82,38,2000-2500,False
264,1583.77,4,2010,Kanpur,Gated Society,Semi-Furnished,Independent House,Yes,519099.0,False,327.76,16,1500-2000,False
265,1642.07,5,2012,Lucknow,Gated Society,Unfurnished,Apartment,Yes,506464.0,False,308.43,14,1500-2000,False
266,2085.8,5,1985,Kanpur,Main Road,Furnished,Apartment,No,428945.0,False,205.65,41,2000-2500,False
267,2643.61,4,1985,Prayagraj,Main Road,Semi-Furnished,Independent House,No,620559.0,False,234.74,41,2500-3000,False
268,1491.63,2,1997,Delhi,Main Road,Furnished,Apartment,No,412927.0,False,276.83,29,1000-1500,False
269,2029.94,6,1993,Delhi,Main Road,Unfurnished,Independent House,No,610049.0,False,300.53,33,2000-2500,False
270,2307.46,6,1995,Gurugram,Gated Society,Unfurnished,Apartment,Yes,679206.0,False,294.35,31,2000-2500,False
271,3014.31,6,1996,Delhi,Gated Society,Semi-Furnished,Duplex,No,857208.0,False,284.38,30,3000+,False
272,2578.32,7,2007,Jaipur,Main Road,Semi-Furnished,Independent House,No,722452.0,False,280.2,19,2500-3000,False
273,2052.31,5,2002,Jaipur,Corner Plot,Semi-Furnished,Duplex,Yes,606174.0,False,295.36,24,2000-2500,False
274,1279.06,2,2023,Prayagraj,Main Road,Semi-Furnished,Duplex,No,392299.0,False,306.71,3,1000-1500,False
275,2230.57,4,1993,Lucknow,Highway Facing,Semi-Furnished,Apartment,No,554545.0,False,248.61,33,2000-2500,False
276,1570.95,2,1996,Delhi,Gated Society,Semi-Furnished,Duplex,No,540125.0,False,343.82,30,1500-2000,False
277,1886.42,2,2007,Kanpur,Corner Plot,Semi-Furnished,Duplex,No,501488.0,False,265.84,19,1500-2000,False
278,6170.58,2,2022,Lucknow,Corner Plot,Unfurnished,Villa,No,1265986.68,True,205.16,4,3000+,True
279,1199.38,3,2020,Indore,Residential Lane,Furnished,Apartment,No,340411.0,False,283.82,6,1000-1500,False
280,1669.58,6,1994,Lucknow,Highway Facing,Furnished,Apartment,No,462381.0,False,276.94,32,1500-2000,False
281,1274.11,7,1989,Indore,Corner Plot,Semi-Furnished,Independent House,No,420434.0,False,329.98,37,1000-1500,False
282,2215.37,6,1988,Kanpur,Highway Facing,Semi-Furnished,Apartment,Yes,562495.0,False,253.91,38,2000-2500,False
283,1207.92,6,2021,Prayagraj,Highway Facing,Unfurnished,Independent House,No,398436.0,False,329.85,5,1000-1500,False
284,1353.18,7,1988,Delhi,Main Road,Semi-Furnished,Apartment,No,461020.0,False,340.69,38,1000-1500,False
285,2561.06,4,2018,Gurugram,Residential Lane,Furnished,Apartment,No,664358.0,False,259.41,8,2500-3000,False
286,1111.39,5,2008,Prayagraj,Residential Lane,Semi-Furnished,Apartment,No,329712.0,False,296.67,18,1000-1500,False
287,2805.53,3,2003,Prayagraj,Corner Plot,Unfurnished,Independent House,Yes,688445.0,False,245.39,23,2500-3000,False
288,3115.44,7,1996,Kanpur,Highway Facing,Semi-Furnished,Apartment,Yes,774294.0,False,248.53,30,3000+,False
289,2001.1,3,1996,Gurugram,Highway Facing,Semi-Furnished,Apartment,No,544019.0,False,271.86,30,2000-2500,False
290,2171.39,3,2020,Delhi,Highway Facing,Semi-Furnished,Independent House,No,672398.0,False,309.66,6,2000-2500,False
291,2780.83,7,2011,Gurugram,Corner Plot,Unfurnished,Independent House,No,775968.0,False,279.04,15,2500-3000,False
292,1637.22,7,1987,Prayagraj,Gated Society,Unfurnished,Apartment,No,423201.0,False,258.49,39,1500-2000,False
293,3276.39,4,1987,Noida,Gated Society,Semi-Furnished,Villa,No,879204.0,False,268.35,39,3000+,False
294,1708.11,2,2014,Gurugram,Residential Lane,Semi-Furnished,Villa,Yes,595748.0,False,348.78,12,1500-2000,False
295,2598.8,2,1999,Indore,Gated Society,Unfurnished,Villa,Yes,716676.0,False,275.77,27,2500-3000,False
296,2392.04,2,2018,Indore,Corner Plot,Semi-Furnished,Apartment,Yes,583847.0,False,244.08,8,2000-2500,False
297,1764.17,5,1997,Noida,Gated Society,Unfurnished,Independent House,No,542807.0,False,307.68,29,1500-2000,False
298,1945.2,3,2000,Noida,Residential Lane,Semi-Furnished,Independent House,No,525186.0,False,269.99,26,1500-2000,False
299,2434.57,4,1992,Indore,Highway Facing,Furnished,Independent House,No,607920.0,False,249.7,34,2000-2500,False
300,2294.67,5,1997,Prayagraj,Highway Facing,Semi-Furnished,Apartment,No,581487.0,False,253.41,29,2000-2500,False
301,2204.38,7,1994,Indore,Corner Plot,Semi-Furnished,Independent House,No,627455.0,False,284.64,32,2000-2500,False
302,1339.3,6,2008,Kanpur,Corner Plot,Furnished,Villa,No,536364.0,False,400.48,18,1000-1500,False
303,2185.93,7,2018,Noida,Highway Facing,Furnished,Apartment,Yes,657825.0,False,300.94,8,2000-2500,False
304,2588.75,7,2022,Indore,Residential Lane,Semi-Furnished,Apartment,No,669520.0,False,258.63,4,2500-3000,False
305,2301.7,3,1988,Jaipur,Highway Facing,Semi-Furnished,Duplex,No,552552.0,False,240.06,38,2000-2500,False
306,2414.76,6,2001,Noida,Gated Society,Semi-Furnished,Independent House,No,712198.0,False,294.94,25,2000-2500,False
307,2487.23,6,2021,Lucknow,Highway Facing,Unfurnished,Independent House,No,640407.0,False,257.48,5,2000-2500,False
308,1860.29,4,2003,Noida,Main Road,Semi-Furnished,Duplex,No,575363.0,False,309.29,23,1500-2000,False
309,1009.41,3,2000,Kanpur,Highway Facing,Semi-Furnished,Independent House,No,339788.0,False,336.62,26,1000-1500,False
310,2556.48,6,2018,Indore,Corner Plot,Semi-Furnished,Apartment,No,651971.0,False,255.03,8,2500-3000,False
311,1545.82,7,1985,Lucknow,Highway Facing,Semi-Furnished,Apartment,No,457816.0,False,296.16,41,1500-2000,False
312,2222.51,5,1994,Prayagraj,Residential Lane,Furnished,Apartment,Yes,538612.0,False,242.34,32,2000-2500,False
313,2080.08,7,2001,Lucknow,Gated Society,Semi-Furnished,Duplex,No,604316.0,False,290.53,25,2000-2500,False
314,3309.85,5,2012,Delhi,Corner Plot,Unfurnished,Apartment,No,806467.0,False,243.66,14,3000+,False
315,2069.27,7,1991,Prayagraj,Main Road,Unfurnished,Independent House,Yes,589328.0,False,284.8,35,2000-2500,False
316,1518.49,4,2020,Lucknow,Highway Facing,Furnished,Duplex,No,486913.0,False,320.66,6,1500-2000,False
317,2568.62,6,2006,Indore,Highway Facing,Semi-Furnished,Duplex,Yes,735937.0,False,286.51,20,2500-3000,False
318,1859.04,5,2007,Lucknow,Residential Lane,Unfurnished,Apartment,No,487759.0,False,262.37,19,1500-2000,False
319,3369.54,4,1999,Kanpur,Main Road,Furnished,Independent House,No,804911.0,False,238.88,27,3000+,False
320,2658.09,2,1994,Gurugram,Highway Facing,Unfurnished,Independent House,No,635589.0,False,239.11,32,2500-3000,False
321,2817.58,5,2022,Lucknow,Main Road,Unfurnished,Independent House,No,722279.0,False,256.35,4,2500-3000,False
322,1601.01,3,2022,Jaipur,Gated Society,Unfurnished,Duplex,No,500176.0,False,312.41,4,1500-2000,False
323,2560.06,7,2002,Kanpur,Gated Society,Semi-Furnished,Independent House,No,707935.0,False,276.53,24,2500-3000,False
324,2168.32,6,2017,Gurugram,Gated Society,Semi-Furnished,Apartment,Yes,712315.0,False,328.51,9,2000-2500,False
325,1781.07,5,2019,Indore,Highway Facing,Unfurnished,Independent House,No,507771.0,False,285.09,7,1500-2000,False
326,1966.92,4,2007,Kanpur,Residential Lane,Unfurnished,Apartment,Yes,436734.0,False,222.04,19,1500-2000,False
327,2434.24,6,1992,Lucknow,Main Road,Semi-Furnished,Villa,No,715307.0,False,293.85,34,2000-2500,False
328,2368.31,6,1994,Lucknow,Corner Plot,Furnished,Independent House,No,669879.0,False,282.85,32,2000-2500,False
329,1817.38,3,1992,Kanpur,Gated Society,Furnished,Apartment,No,440413.0,False,242.33,34,1500-2000,False
330,4122.73,2,1987,Prayagraj,Highway Facing,Furnished,Apartment,No,783551.0,False,190.06,39,3000+,False
331,2630.56,6,2013,Gurugram,Residential Lane,Semi-Furnished,Apartment,No,663785.0,False,252.34,13,2500-3000,False
332,2207.85,4,1989,Delhi,Residential Lane,Semi-Furnished,Apartment,Yes,581842.0,False,263.53,37,2000-2500,False
333,3125.95,4,2005,Noida,Highway Facing,Furnished,Apartment,No,742183.0,False,237.43,21,3000+,False
334,2095.98,5,2007,Jaipur,Residential Lane,Furnished,Independent House,No,608667.0,False,290.4,19,2000-2500,False
335,1897.1,7,2012,Gurugram,Corner Plot,Furnished,Duplex,No,665807.0,False,350.96,14,1500-2000,False
336,1703.16,4,2024,Lucknow,Residential Lane,Unfurnished,Apartment,Yes,455563.0,False,267.48,2,1500-2000,False
337,2234.75,2,2007,Lucknow,Gated Society,Furnished,Apartment,Yes,611642.0,False,273.7,19,2000-2500,False
338,2579.63,6,1994,Jaipur,Gated Society,Furnished,Apartment,Yes,662883.0,False,256.97,32,2500-3000,False
339,2869.56,5,1997,Noida,Gated Society,Semi-Furnished,Villa,No,875090.0,False,304.96,29,2500-3000,False
340,1946.86,4,2020,Indore,Gated Society,Semi-Furnished,Apartment,No,504996.0,False,259.39,6,1500-2000,False
341,1490.51,3,1994,Noida,Main Road,Furnished,Independent House,Yes,491501.0,False,329.75,32,1000-1500,False
342,967.63,5,2009,Prayagraj,Main Road,Semi-Furnished,Independent House,Yes,396485.0,False,409.75,17,<1000,False
343,2533.7,3,2024,Jaipur,Highway Facing,Unfurnished,Apartment,Yes,600368.0,False,236.95,2,2500-3000,False
344,2087.29,2,2013,Kanpur,Corner Plot,Unfurnished,Duplex,Yes,543691.0,False,260.48,13,2000-2500,False
345,2782.01,6,1985,Noida,Corner Plot,Unfurnished,Independent House,No,719639.0,False,258.68,41,2500-3000,False
346,2038.32,5,2019,Noida,Main Road,Unfurnished,Apartment,Yes,592208.0,False,290.54,7,2000-2500,False
347,2625.77,4,1990,Delhi,Highway Facing,Semi-Furnished,Apartment,No,632613.0,False,240.92,36,2500-3000,False
348,1629.68,7,2019,Indore,Highway Facing,Unfurnished,Villa,No,580074.0,False,355.94,7,1500-2000,False
349,2779.77,3,2006,Prayagraj,Highway Facing,Unfurnished,Duplex,No,659643.0,False,237.3,20,2500-3000,False
350,1362.7,2,2012,Kanpur,Highway Facing,Semi-Furnished,Apartment,No,348115.0,False,255.46,14,1000-1500,False
351,2880.66,4,1986,Jaipur,Corner Plot,Unfurnished,Villa,Yes,735024.0,False,255.16,40,2500-3000,False
352,1892.55,4,2013,Prayagraj,Residential Lane,Unfurnished,Duplex,Yes,531981.0,False,281.09,13,1500-2000,False
353,2387.62,2,2011,Jaipur,Highway Facing,Semi-Furnished,Independent House,No,557996.0,False,233.7,15,2000-2500,False
354,2608.51,3,2022,Gurugram,Highway Facing,Furnished,Duplex,No,773899.0,False,296.68,4,2500-3000,False
355,1899.33,5,2003,Jaipur,Residential Lane,Furnished,Apartment,No,496189.0,False,261.24,23,1500-2000,False
356,2854.45,7,2020,Noida,Gated Society,Furnished,Apartment,Yes,866047.0,False,303.4,6,2500-3000,False
357,3385.43,4,2006,Prayagraj,Highway Facing,Unfurnished,Independent House,No,722182.0,False,213.32,20,3000+,False
358,1923.12,2,1988,Delhi,Corner Plot,Unfurnished,Apartment,No,462812.0,False,240.66,38,1500-2000,False
359,2616.85,7,2022,Noida,Highway Facing,Semi-Furnished,Apartment,Yes,774097.0,False,295.81,4,2500-3000,False
360,2374.1,5,1999,Gurugram,Main Road,Semi-Furnished,Duplex,No,704351.0,False,296.68,27,2000-2500,False
361,2345.12,2,2004,Jaipur,Main Road,Unfurnished,Apartment,Yes,511282.0,False,218.02,22,2000-2500,False
362,1664.79,7,2017,Noida,Residential Lane,Unfurnished,Apartment,No,465668.0,False,279.72,9,1500-2000,False
363,1194.89,7,1987,Delhi,Highway Facing,Semi-Furnished,Apartment,No,441893.0,False,369.82,39,1000-1500,False
364,2575.83,7,2009,Lucknow,Corner Plot,Unknown,Duplex,No,693482.0,False,269.23,17,2500-3000,False
365,2749.63,4,2022,Lucknow,Residential Lane,Semi-Furnished,Duplex,No,698466.0,False,254.02,4,2500-3000,False
366,1936.52,2,1997,Indore,Gated Society,Semi-Furnished,Apartment,No,423451.0,False,218.67,29,1500-2000,False
367,1825.48,4,1998,Delhi,Main Road,Unfurnished,Apartment,Yes,526554.0,False,288.45,28,1500-2000,False
368,3018.25,5,2005,Gurugram,Gated Society,Unfurnished,Apartment,No,751820.0,False,249.09,21,3000+,False
369,2142.73,3,2007,Prayagraj,Residential Lane,Unfurnished,Villa,No,573527.0,False,267.66,19,2000-2500,False
370,2501.89,6,2020,Delhi,Residential Lane,Furnished,Apartment,No,716750.0,False,286.48,6,2500-3000,False
371,2550.84,5,2019,Delhi,Gated Society,Semi-Furnished,Villa,No,881591.0,False,345.61,7,2500-3000,False
372,2431.05,2,2006,Jaipur,Gated Society,Semi-Furnished,Independent House,No,627913.0,False,258.29,20,2000-2500,False
373,2077.79,6,2001,Prayagraj,Residential Lane,Semi-Furnished,Villa,No,575031.0,False,276.75,25,2000-2500,False
374,2405.85,7,2001,Indore,Residential Lane,Unfurnished,Apartment,No,532360.0,False,221.28,25,2000-2500,False
375,2815.38,3,1993,Gurugram,Highway Facing,Furnished,Independent House,Yes,793980.0,False,282.02,33,2500-3000,False
376,2342.19,2,2017,Gurugram,Highway Facing,Semi-Furnished,Independent House,No,632082.0,False,269.87,9,2000-2500,False
377,2200.25,4,1997,Noida,Gated Society,Semi-Furnished,Apartment,No,560495.0,False,254.74,29,2000-2500,False
378,1691.02,6,2023,Noida,Main Road,Furnished,Apartment,Yes,609180.0,False,360.24,3,1500-2000,False
379,2127.35,2,2023,Delhi,Main Road,Unfurnished,Independent House,No,614305.0,False,288.77,3,2000-2500,False
380,2715.57,4,2016,Indore,Main Road,Semi-Furnished,Independent House,No,684181.0,False,251.95,10,2500-3000,False
381,2076.34,7,2000,Lucknow,Highway Facing,Furnished,Independent House,Yes,684000.0,False,329.43,26,2000-2500,False
382,2932.47,2,1999,Prayagraj,Main Road,Unfurnished,Duplex,No,648234.0,False,221.05,27,2500-3000,False
383,2048.36,5,2024,Lucknow,Corner Plot,Semi-Furnished,Apartment,No,505238.0,False,246.65,2,2000-2500,False
384,2860.04,5,2013,Prayagraj,Highway Facing,Furnished,Apartment,No,664154.0,False,232.22,13,2500-3000,False
385,1856.61,7,1988,Lucknow,Highway Facing,Unknown,Independent House,No,535068.0,False,288.2,38,1500-2000,False
386,2085.08,5,2015,Prayagraj,Main Road,Semi-Furnished,Apartment,No,564296.0,False,270.64,11,2000-2500,False
387,2863.6,7,2023,Lucknow,Main Road,Furnished,Apartment,No,808151.0,False,282.22,3,2500-3000,False
388,1759.46,5,1993,Kanpur,Gated Society,Furnished,Apartment,No,514018.0,False,292.15,33,1500-2000,False
389,1506.09,3,2020,Prayagraj,Residential Lane,Furnished,Apartment,No,428913.0,False,284.79,6,1500-2000,False
390,1757.22,4,2024,Noida,Corner Plot,Semi-Furnished,Independent House,No,588997.0,False,335.19,2,1500-2000,False
391,3342.56,3,1996,Jaipur,Residential Lane,Unfurnished,Apartment,No,690644.0,False,206.62,30,3000+,False
392,3096.87,4,2022,Prayagraj,Main Road,Semi-Furnished,Villa,No,863792.0,False,278.92,4,3000+,False
393,1229.29,4,2020,Noida,Gated Society,Unfurnished,Villa,No,530984.0,False,431.94,6,1000-1500,False
394,1816.78,5,2021,Delhi,Corner Plot,Unknown,Independent House,No,656896.0,False,361.57,5,1500-2000,False
395,1891.12,4,1999,Indore,Residential Lane,Unfurnished,Apartment,No,387854.0,False,205.09,27,1500-2000,False
396,2237.39,6,1991,Kanpur,Residential Lane,Unfurnished,Apartment,No,467369.0,False,208.89,35,2000-2500,False
397,1810.99,4,2004,Prayagraj,Highway Facing,Unknown,Duplex,No,475835.0,False,262.75,22,1500-2000,False
398,2146.46,2,2019,Gurugram,Gated Society,Unfurnished,Independent House,Yes,634895.0,False,295.79,7,2000-2500,False
399,2794.97,4,2006,Kanpur,Residential Lane,Semi-Furnished,Apartment,Yes,614875.0,False,219.99,20,2500-3000,False
400,2219.32,3,2019,Prayagraj,Gated Society,Semi-Furnished,Apartment,No,520116.0,False,234.36,7,2000-2500,False
401,2306.46,4,1986,Gurugram,Main Road,Furnished,Independent House,No,646715.0,False,280.39,40,2000-2500,False
402,2402.21,4,1989,Lucknow,Residential Lane,Semi-Furnished,Villa,No,606197.0,False,252.35,37,2000-2500,False
403,2580.5,4,2016,Noida,Highway Facing,Semi-Furnished,Apartment,No,672642.0,False,260.66,10,2500-3000,False
404,3279.42,2,1994,Delhi,Corner Plot,Semi-Furnished,Apartment,No,742963.0,False,226.55,32,3000+,False
405,2251.19,2,2013,Noida,Corner Plot,Semi-Furnished,Apartment,No,539797.0,False,239.78,13,2000-2500,False
406,2101.47,5,2004,Gurugram,Corner Plot,Semi-Furnished,Apartment,No,592040.0,False,281.73,22,2000-2500,False
407,1755.91,5,2000,Gurugram,Gated Society,Unfurnished,Independent House,No,563382.0,False,320.85,26,1500-2000,False
408,2867.05,2,2019,Prayagraj,Residential Lane,Semi-Furnished,Independent House,Yes,669607.0,False,233.55,7,2500-3000,False
409,2520.19,6,2014,Lucknow,Gated Society,Unfurnished,Villa,Yes,794063.0,False,315.08,12,2500-3000,False
410,2086.78,3,1991,Noida,Highway Facing,Semi-Furnished,Apartment,Yes,523582.0,False,250.9,35,2000-2500,False
411,1263.78,4,1992,Indore,Corner Plot,Unfurnished,Apartment,Yes,334950.0,False,265.04,34,1000-1500,False
412,1455.15,5,2021,Lucknow,Residential Lane,Furnished,Duplex,Yes,528270.0,False,363.03,5,1000-1500,False
413,1145.05,5,2016,Indore,Residential Lane,Semi-Furnished,Apartment,Yes,380806.0,False,332.57,10,1000-1500,False
414,1415.49,7,2007,Jaipur,Residential Lane,Unfurnished,Apartment,Yes,454653.0,False,321.2,19,1000-1500,False
415,1547.78,6,2009,Gurugram,Corner Plot,Unfurnished,Duplex,No,507405.0,False,327.83,17,1500-2000,False
416,9022.28,6,2001,Indore,Corner Plot,Furnished,Independent House,No,1396460.45,True,154.78,25,3000+,True
417,3358.21,5,2022,Jaipur,Main Road,Unfurnished,Apartment,No,758201.0,False,225.78,4,3000+,False
418,1910.61,2,2016,Prayagraj,Gated Society,Unfurnished,Apartment,Yes,436953.0,False,228.7,10,1500-2000,False
419,3247.28,3,1998,Lucknow,Corner Plot,Semi-Furnished,Apartment,No,714977.0,False,220.18,28,3000+,False
420,1709.22,7,2012,Gurugram,Corner Plot,Semi-Furnished,Apartment,Yes,597697.0,False,349.69,14,1500-2000,False
421,2317.4,7,1992,Kanpur,Main Road,Unfurnished,Apartment,No,566849.0,False,244.61,34,2000-2500,False
422,2881.03,6,1989,Delhi,Main Road,Furnished,Independent House,Yes,840400.0,False,291.7,37,2500-3000,False
423,3591.26,5,1997,Noida,Residential Lane,Furnished,Apartment,No,843466.0,False,234.87,29,3000+,False
424,1777.92,2,1999,Indore,Residential Lane,Furnished,Duplex,Yes,498850.0,False,280.58,27,1500-2000,False
425,2278.15,4,2010,Prayagraj,Gated Society,Semi-Furnished,Villa,No,686412.0,False,301.3,16,2000-2500,False
426,2175.39,3,2001,Prayagraj,Residential Lane,Semi-Furnished,Villa,No,560119.0,False,257.48,25,2000-2500,False
427,2230.98,5,1993,Delhi,Corner Plot,Furnished,Apartment,No,622559.0,False,279.05,33,2000-2500,False
428,1886.59,2,1992,Kanpur,Corner Plot,Semi-Furnished,Villa,No,525318.0,False,278.45,34,1500-2000,False
429,2986.01,4,2015,Indore,Residential Lane,Semi-Furnished,Independent House,No,699413.0,False,234.23,11,2500-3000,False
430,2103.44,3,2022,Indore,Highway Facing,Semi-Furnished,Villa,Yes,670455.0,False,318.74,4,2000-2500,False
431,1813.5,2,2005,Jaipur,Highway Facing,Semi-Furnished,Independent House,No,447745.0,False,246.9,21,1500-2000,False
432,1597.51,5,1986,Prayagraj,Highway Facing,Semi-Furnished,Apartment,No,392781.0,False,245.87,40,1500-2000,False
433,2061.47,6,2016,Lucknow,Corner Plot,Unfurnished,Apartment,No,538148.0,False,261.05,10,2000-2500,False
434,1867.81,4,2012,Noida,Main Road,Unfurnished,Apartment,No,495874.0,False,265.48,14,1500-2000,False
435,2552.26,5,2011,Indore,Corner Plot,Furnished,Apartment,Yes,666378.0,False,261.09,15,2500-3000,False
436,2666.96,4,2008,Noida,Main Road,Unfurnished,Villa,No,756358.0,False,283.6,18,2500-3000,False
437,2675.86,6,1987,Indore,Main Road,Furnished,Apartment,No,654455.0,False,244.58,39,2500-3000,False
438,1678.1,5,2007,Lucknow,Corner Plot,Unfurnished,Apartment,No,422310.0,False,251.66,19,1500-2000,False
439,1592.57,2,1986,Noida,Gated Society,Semi-Furnished,Villa,Yes,594695.0,False,373.42,40,1500-2000,False
440,2393.88,2,2022,Noida,Residential Lane,Furnished,Independent House,No,637432.0,False,266.28,4,2000-2500,False
441,2833.62,5,1989,Gurugram,Corner Plot,Semi-Furnished,Independent House,No,736450.0,False,259.9,37,2500-3000,False
442,3250.18,4,2024,Delhi,Corner Plot,Furnished,Villa,No,975210.0,True,300.05,2,3000+,True
443,2132.51,6,2021,Prayagraj,Gated Society,Furnished,Duplex,Yes,712933.0,False,334.32,5,2000-2500,False
444,2583.2,4,2014,Lucknow,Corner Plot,Unfurnished,Villa,No,719380.0,False,278.48,12,2500-3000,False
445,2415.93,6,2012,Delhi,Residential Lane,Semi-Furnished,Apartment,No,698296.0,False,289.04,14,2000-2500,False
446,1972.52,6,1985,Jaipur,Residential Lane,Semi-Furnished,Villa,No,636031.0,False,322.45,41,1500-2000,False
447,2148.5,6,2000,Jaipur,Main Road,Furnished,Apartment,No,608594.0,False,283.26,26,2000-2500,False
448,2162.45,7,1990,Kanpur,Gated Society,Semi-Furnished,Villa,No,670916.0,False,310.26,36,2000-2500,False
449,1807.02,4,1990,Noida,Main Road,Semi-Furnished,Independent House,No,549409.0,False,304.04,36,1500-2000,False
450,2103.32,7,1990,Noida,Residential Lane,Furnished,Duplex,No,667946.0,False,317.57,36,2000-2500,False
451,1958.02,5,1999,Gurugram,Corner Plot,Semi-Furnished,Independent House,No,605938.0,False,309.46,27,1500-2000,False
452,2605.49,3,2024,Prayagraj,Main Road,Unfurnished,Duplex,No,621939.0,False,238.7,2,2500-3000,False
453,3077.83,7,1998,Jaipur,Corner Plot,Semi-Furnished,Apartment,No,725788.0,False,235.81,28,3000+,False
454,2254.49,3,2015,Indore,Highway Facing,Furnished,Apartment,Yes,553496.0,False,245.51,11,2000-2500,False
455,959.13,6,2000,Noida,Residential Lane,Furnished,Villa,No,488705.0,False,509.53,26,<1000,False
456,1558.57,7,2007,Kanpur,Residential Lane,Furnished,Apartment,No,423257.0,False,271.57,19,1500-2000,False
457,2201.55,3,2002,Noida,Main Road,Furnished,Independent House,Yes,691496.0,False,314.1,24,2000-2500,False
458,2075.89,4,1995,Indore,Corner Plot,Furnished,Apartment,No,507119.0,False,244.29,31,2000-2500,False
459,2448.39,7,2019,Lucknow,Highway Facing,Semi-Furnished,Villa,No,751730.0,False,307.03,7,2000-2500,False
460,914.23,4,1993,Gurugram,Gated Society,Furnished,Apartment,Yes,397161.0,False,434.42,33,<1000,False
461,963.52,5,2018,Indore,Main Road,Unfurnished,Independent House,Yes,426338.0,False,442.48,8,<1000,False
462,1609.22,2,2009,Lucknow,Residential Lane,Furnished,Apartment,No,421346.0,False,261.83,17,1500-2000,False
463,1606.8,7,1986,Noida,Residential Lane,Furnished,Apartment,No,479516.0,False,298.43,40,1500-2000,False
464,1149.85,6,2010,Delhi,Corner Plot,Furnished,Apartment,No,502703.0,False,437.19,16,1000-1500,False
465,1666.09,5,2023,Noida,Highway Facing,Semi-Furnished,Independent House,Yes,617520.0,False,370.64,3,1500-2000,False
466,1892.15,7,2024,Prayagraj,Highway Facing,Unfurnished,Apartment,Yes,542070.0,False,286.48,2,1500-2000,False
467,2549.61,6,2010,Lucknow,Gated Society,Semi-Furnished,Apartment,Yes,686053.0,False,269.08,16,2500-3000,False
468,1687.34,6,2021,Jaipur,Corner Plot,Semi-Furnished,Independent House,No,524124.0,False,310.62,5,1500-2000,False
